Format Version,1.23,Take Name,cturtlebot,Take Notes,,Capture Frame Rate,30.000000,Export Frame Rate,30.000000,Capture Start Time,2023-04-11 01.20.06.963 PM,Total Frames in Take,1056,Total Exported Frames,1056,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
791,26.366667,0.483475,-0.003885,0.212341,0.458155,0.000260,0.230128
792,26.400000,0.483444,-0.003945,0.212259,0.458127,0.000225,0.230077
793,26.433333,0.483504,-0.003868,0.212353,0.458186,0.000296,0.230171
794,26.466667,0.483456,-0.003894,0.212302,0.458141,0.000250,0.230127
795,26.500000,0.483496,-0.003860,0.212367,0.458172,0.000300,0.230191
796,26.533333,0.483466,-0.003888,0.212324,0.458148,0.000263,0.230152
797,26.566667,0.483509,-0.003860,0.212368,0.458183,0.000304,0.230203
798,26.600000,0.483480,-0.003879,0.212334,0.458152,0.000273,0.230171
799,26.633333,0.483511,-0.003863,0.212374,0.458178,0.000308,0.230205
800,26.666667,0.483490,-0.003875,0.212350,0.458157,0.000280,0.230183
801,26.700000,0.483512,-0.003861,0.212374,0.458173,0.000304,0.230212
802,26.733333,0.483498,-0.003872,0.212353,0.458160,0.000287,0.230196
803,26.766667,0.483516,-0.003860,0.212375,0.458173,0.000308,0.230221
804,26.800000,0.483499,-0.003866,0.212355,0.458162,0.000292,0.230199
805,26.833333,0.483525,-0.003865,0.212377,0.458171,0.000310,0.230229
806,26.866667,0.483793,-0.003685,0.212537,0.458248,0.000434,0.230544
807,26.900000,0.484136,-0.003337,0.213354,0.458390,0.000744,0.231617
808,26.933333,0.483974,-0.003360,0.214172,0.458248,0.000483,0.232510
809,26.966667,0.483922,-0.003536,0.215157,0.458059,0.000462,0.233360
810,27.000000,0.483661,-0.003280,0.216331,0.457791,0.000599,0.234558
811,27.033333,0.483412,-0.003223,0.217599,0.457380,0.000690,0.235637
812,27.066667,0.483415,-0.003385,0.218469,0.457377,0.000543,0.236573
813,27.100000,0.483753,-0.003308,0.219514,0.457721,0.000611,0.237642
814,27.133333,0.484034,-0.003451,0.221105,0.458044,0.000552,0.239260
815,27.166667,0.484386,-0.003462,0.222406,0.458276,0.000429,0.240509
816,27.200000,0.484513,-0.003641,0.222796,0.458491,0.000379,0.240940
817,27.233333,0.484538,-0.003515,0.222936,0.458521,0.000427,0.241055
818,27.266667,0.484533,-0.003564,0.222954,0.458527,0.000422,0.241093
819,27.300000,0.484570,-0.003623,0.222892,0.458553,0.000416,0.241045
820,27.333333,0.484544,-0.003528,0.223026,0.458542,0.000429,0.241157
821,27.366667,0.484565,-0.003564,0.223016,0.458563,0.000424,0.241149
822,27.400000,0.484557,-0.003568,0.223020,0.458556,0.000420,0.241147
823,27.433333,0.484561,-0.003553,0.223075,0.458566,0.000426,0.241216
824,27.466667,0.484567,-0.003571,0.223077,0.458563,0.000419,0.241220
825,27.500000,0.484570,-0.003572,0.223095,0.458567,0.000421,0.241237
826,27.533333,0.484572,-0.003564,0.223136,0.458567,0.000413,0.241282
827,27.566667,0.484574,-0.003585,0.223123,0.458578,0.000418,0.241264
828,27.600000,0.484578,-0.003573,0.223142,0.458580,0.000422,0.241282
829,27.633333,0.484462,-0.003514,0.223188,0.458546,0.000367,0.241256
830,27.666667,0.484375,-0.003939,0.222565,0.458407,0.000116,0.240494
831,27.700000,0.484504,-0.004013,0.221856,0.458564,0.000178,0.239689
832,27.733333,0.484636,-0.004020,0.220735,0.458822,0.000226,0.238660
833,27.766667,0.484738,-0.003960,0.219804,0.459094,0.000154,0.237715
834,27.800000,0.484761,-0.003982,0.219047,0.459297,0.000264,0.236945
835,27.833333,0.484701,-0.003966,0.218649,0.459382,0.000165,0.236547
836,27.866667,0.484707,-0.003984,0.218363,0.459448,0.000100,0.236257
837,27.900000,0.484738,-0.003965,0.218324,0.459513,0.000135,0.236254
838,27.933333,0.484744,-0.003932,0.218353,0.459534,0.000165,0.236295
839,27.966667,0.484750,-0.003921,0.218370,0.459525,0.000168,0.236321
840,28.000000,0.484776,-0.003916,0.218384,0.459530,0.000183,0.236346
841,28.033333,0.484809,-0.003920,0.218362,0.459538,0.000216,0.236355
842,28.066667,0.484801,-0.003911,0.218394,0.459535,0.000213,0.236374
843,28.100000,0.484803,-0.003912,0.218392,0.459530,0.000213,0.236371
844,28.133333,0.484827,-0.003904,0.218405,0.459536,0.000223,0.236387
845,28.166667,0.484816,-0.003918,0.218396,0.459538,0.000219,0.236386
846,28.200000,0.484833,-0.003905,0.218407,0.459537,0.000222,0.236389
847,28.233333,0.484850,-0.003906,0.218394,0.459537,0.000220,0.236392
848,28.266667,0.484851,-0.003907,0.218396,0.459539,0.000226,0.236394
849,28.300000,0.484837,-0.003901,0.218416,0.459539,0.000226,0.236398
850,28.333333,0.484839,-0.003901,0.218419,0.459538,0.000229,0.236400
851,28.366667,0.484845,-0.003896,0.218416,0.459539,0.000230,0.236401
852,28.400000,0.484886,-0.003914,0.218393,0.459553,0.000243,0.236428
853,28.433333,0.485334,-0.003586,0.218915,0.459695,0.000531,0.237139
854,28.466667,0.485451,-0.003357,0.219479,0.459825,0.000642,0.237947
855,28.500000,0.485310,-0.003587,0.220422,0.459578,0.000479,0.238833
856,28.533333,0.485112,-0.003384,0.221795,0.459277,0.000489,0.240107
857,28.566667,0.485058,-0.003269,0.222860,0.459153,0.000656,0.241171
858,28.600000,0.484746,-0.003304,0.223720,0.458845,0.000451,0.242003
859,28.633333,0.484901,-0.003335,0.224660,0.459037,0.000663,0.242901
860,28.666667,0.485168,-0.003255,0.226244,0.459370,0.000588,0.244600
861,28.700000,0.485673,-0.003333,0.227933,0.459682,0.000455,0.246259
862,28.733333,0.485892,-0.003660,0.228655,0.459929,0.000315,0.246953
863,28.766667,0.485944,-0.003606,0.228800,0.460008,0.000336,0.247172
864,28.800000,0.485981,-0.003588,0.228899,0.460043,0.000373,0.247284
865,28.833333,0.485957,-0.003673,0.228788,0.460063,0.000327,0.247174
866,28.866667,0.485964,-0.003600,0.228908,0.460050,0.000363,0.247296
867,28.900000,0.485978,-0.003622,0.228927,0.460057,0.000364,0.247320
868,28.933333,0.485934,-0.003636,0.228906,0.460055,0.000340,0.247285
869,28.966667,0.485979,-0.003606,0.228973,0.460069,0.000374,0.247363
870,29.000000,0.485970,-0.003646,0.228952,0.460071,0.000364,0.247351
871,29.033333,0.485961,-0.003636,0.228964,0.460067,0.000355,0.247363
872,29.066667,0.485965,-0.003587,0.229023,0.460074,0.000378,0.247404
873,29.100000,0.485959,-0.003621,0.229000,0.460077,0.000349,0.247386
874,29.133333,0.485977,-0.003626,0.229010,0.460078,0.000366,0.247413
875,29.166667,0.485924,-0.003566,0.229098,0.460048,0.000355,0.247466
876,29.200000,0.485958,-0.003810,0.228722,0.460090,0.000275,0.246929
877,29.233333,0.485716,-0.004071,0.228164,0.459965,0.000145,0.246241
878,29.266667,0.485851,-0.003978,0.227335,0.460131,0.000107,0.245427
879,29.300000,0.485973,-0.003977,0.226258,0.460386,0.000115,0.244387
880,29.333333,0.486106,-0.003984,0.225429,0.460651,0.000157,0.243520
881,29.366667,0.486096,-0.003906,0.224771,0.460723,0.000154,0.242849
882,29.400000,0.486097,-0.003980,0.224427,0.460904,0.000205,0.242468
883,29.433333,0.485980,-0.004050,0.224120,0.460892,0.000134,0.242157
884,29.466667,0.486088,-0.003920,0.224272,0.460959,0.000211,0.242329
885,29.500000,0.486077,-0.004022,0.224176,0.460934,0.000176,0.242250
886,29.533333,0.486174,-0.003931,0.224285,0.461009,0.000243,0.242371
887,29.566667,0.486112,-0.003949,0.224224,0.460946,0.000199,0.242311
888,29.600000,0.486160,-0.003904,0.224304,0.460986,0.000232,0.242395
889,29.633333,0.486114,-0.003940,0.224250,0.460950,0.000200,0.242349
890,29.666667,0.486171,-0.003908,0.224300,0.460999,0.000239,0.242402
891,29.700000,0.486133,-0.003930,0.224259,0.460964,0.000218,0.242361
892,29.733333,0.486169,-0.003903,0.224303,0.460994,0.000239,0.242414
893,29.766667,0.486141,-0.003923,0.224273,0.460959,0.000209,0.242385
894,29.800000,0.486174,-0.003901,0.224302,0.460992,0.000239,0.242420
895,29.833333,0.486153,-0.003919,0.224281,0.460969,0.000223,0.242392
896,29.866667,0.486175,-0.003903,0.224303,0.460989,0.000244,0.242419
897,29.900000,0.486155,-0.003917,0.224288,0.460968,0.000218,0.242401
898,29.933333,0.486170,-0.003900,0.224310,0.460990,0.000233,0.242430
899,29.966667,0.486320,-0.003887,0.224342,0.461045,0.000305,0.242570
900,30.000000,0.486712,-0.003408,0.225144,0.461201,0.000620,0.243712
901,30.033333,0.486850,-0.003380,0.225749,0.461209,0.000643,0.244313
902,30.066667,0.486643,-0.003626,0.226776,0.460985,0.000420,0.245312
903,30.100000,0.486476,-0.003233,0.228028,0.460771,0.000536,0.246587
904,30.133333,0.486360,-0.003205,0.229189,0.460532,0.000603,0.247654
905,30.166667,0.486147,-0.003382,0.229995,0.460349,0.000348,0.248505
906,30.200000,0.486427,-0.003390,0.230899,0.460691,0.000637,0.249374
907,30.233333,0.486731,-0.003316,0.232753,0.460990,0.000596,0.251238
908,30.266667,0.487101,-0.003421,0.234339,0.461290,0.000327,0.252793
909,30.300000,0.487325,-0.003649,0.234762,0.461565,0.000320,0.253248
910,30.333333,0.487398,-0.003549,0.235004,0.461591,0.000388,0.253451
911,30.366667,0.487390,-0.003588,0.235006,0.461615,0.000378,0.253482
912,30.400000,0.487424,-0.003672,0.234893,0.461657,0.000385,0.253349
913,30.433333,0.487383,-0.003576,0.235044,0.461619,0.000391,0.253514
914,30.466667,0.487421,-0.003632,0.235007,0.461650,0.000376,0.253470
915,30.500000,0.487399,-0.003647,0.234988,0.461639,0.000362,0.253448
916,30.533333,0.487412,-0.003595,0.235071,0.461640,0.000375,0.253542
917,30.566667,0.487406,-0.003658,0.235004,0.461646,0.000363,0.253476
918,30.600000,0.487413,-0.003628,0.235043,0.461650,0.000373,0.253510
919,30.633333,0.487414,-0.003616,0.235072,0.461647,0.000365,0.253548
920,30.666667,0.487406,-0.003656,0.235020,0.461650,0.000363,0.253494
921,30.700000,0.487425,-0.003619,0.235072,0.461659,0.000374,0.253546
922,30.733333,0.487287,-0.003564,0.235165,0.461576,0.000325,0.253564
923,30.766667,0.487266,-0.003878,0.234534,0.461479,0.000068,0.252820
924,30.800000,0.487254,-0.004053,0.233985,0.461530,0.000093,0.252132
925,30.833333,0.487323,-0.004012,0.232883,0.461771,0.000031,0.251124
926,30.866667,0.487411,-0.003980,0.231847,0.461964,0.000098,0.250094
927,30.900000,0.487526,-0.003964,0.231089,0.462234,0.000230,0.249297
928,30.933333,0.487375,-0.003974,0.230632,0.462241,0.000138,0.248866
929,30.966667,0.487449,-0.003982,0.230402,0.462351,0.000107,0.248597
930,31.000000,0.487458,-0.004034,0.230198,0.462377,0.000139,0.248353
931,31.033333,0.487491,-0.003935,0.230336,0.462437,0.000153,0.248573
932,31.066667,0.487414,-0.003991,0.230252,0.462402,0.000176,0.248462
933,31.100000,0.487510,-0.003925,0.230351,0.462466,0.000187,0.248610
934,31.133333,0.487470,-0.003982,0.230273,0.462421,0.000190,0.248504
935,31.166667,0.487516,-0.003909,0.230362,0.462456,0.000188,0.248635
936,31.200000,0.487478,-0.003942,0.230306,0.462418,0.000132,0.248576
937,31.233333,0.487529,-0.003914,0.230356,0.462456,0.000196,0.248640
938,31.266667,0.487495,-0.003939,0.230315,0.462426,0.000149,0.248596
939,31.300000,0.487531,-0.003916,0.230360,0.462452,0.000190,0.248644
940,31.333333,0.487501,-0.003935,0.230329,0.462428,0.000160,0.248606
941,31.366667,0.487529,-0.003921,0.230356,0.462453,0.000191,0.248644
942,31.400000,0.487511,-0.003926,0.230333,0.462433,0.000165,0.248616
943,31.433333,0.487534,-0.003914,0.230359,0.462452,0.000191,0.248654
944,31.466667,0.487514,-0.003930,0.230339,0.462437,0.000174,0.248628
945,31.500000,0.487554,-0.003913,0.230360,0.462476,0.000216,0.248675
946,31.533333,0.487889,-0.003693,0.230609,0.462613,0.000359,0.249134
947,31.566667,0.488138,-0.003426,0.231306,0.462731,0.000717,0.249960
948,31.600000,0.488074,-0.003460,0.232202,0.462629,0.000478,0.250954
949,31.633333,0.487939,-0.003446,0.233317,0.462361,0.000431,0.251969
950,31.666667,0.487875,-0.003336,0.234403,0.462276,0.000562,0.253083
951,31.700000,0.487611,-0.003317,0.235591,0.461948,0.000450,0.254153
952,31.733333,0.487747,-0.003384,0.236529,0.462135,0.000607,0.255100
953,31.766667,0.488124,-0.003302,0.237779,0.462525,0.000663,0.256421
954,31.800000,0.488488,-0.003453,0.239490,0.462767,0.000422,0.258113
955,31.833333,0.488789,-0.003551,0.240323,0.463066,0.000428,0.258947
956,31.866667,0.488809,-0.003678,0.240551,0.463201,0.000410,0.259207
957,31.900000,0.488852,-0.003657,0.240618,0.463227,0.000433,0.259257
958,31.933333,0.488846,-0.003718,0.240575,0.463223,0.000404,0.259218
959,31.966667,0.488872,-0.003686,0.240631,0.463237,0.000413,0.259274
960,32.000000,0.488877,-0.003687,0.240687,0.463233,0.000413,0.259343
961,32.033333,0.488869,-0.003722,0.240657,0.463244,0.000404,0.259307
962,32.066667,0.488892,-0.003694,0.240702,0.463252,0.000415,0.259353
963,32.100000,0.488886,-0.003705,0.240719,0.463271,0.000326,0.259433
964,32.133333,0.488890,-0.003727,0.240709,0.463276,0.000316,0.259424
965,32.166667,0.488893,-0.003708,0.240767,0.463266,0.000314,0.259484
966,32.200000,0.488895,-0.003722,0.240785,0.463270,0.000312,0.259502
967,32.233333,0.488897,-0.003722,0.240782,0.463277,0.000318,0.259503
968,32.266667,0.488904,-0.003716,0.240813,0.463272,0.000316,0.259537
969,32.300000,0.488808,-0.003745,0.240698,0.463277,0.000334,0.259198
970,32.333333,0.488630,-0.003935,0.239994,0.463056,0.000125,0.258429
971,32.366667,0.488818,-0.004080,0.239332,0.463310,0.000129,0.257709
972,32.400000,0.488864,-0.004033,0.238229,0.463530,0.000057,0.256663
973,32.433333,0.489013,-0.003938,0.237354,0.463731,0.000148,0.255768
974,32.466667,0.488974,-0.004003,0.236624,0.463829,0.000149,0.254991
975,32.500000,0.488942,-0.003981,0.236354,0.463912,0.000134,0.254672
976,32.533333,0.488872,-0.004012,0.235941,0.463959,0.000069,0.254313
977,32.566667,0.488957,-0.003895,0.236001,0.464059,0.000159,0.254399
978,32.600000,0.488941,-0.003919,0.235968,0.464039,0.000142,0.254378
979,32.633333,0.488993,-0.003857,0.236042,0.464074,0.000188,0.254452
980,32.666667,0.488979,-0.003896,0.236002,0.464049,0.000163,0.254431
981,32.700000,0.489008,-0.003848,0.236052,0.464080,0.000194,0.254472
982,32.733333,0.488990,-0.003884,0.236017,0.464048,0.000164,0.254456
983,32.766667,0.489021,-0.003834,0.236060,0.464080,0.000207,0.254487
984,32.800000,0.489009,-0.003876,0.236028,0.464057,0.000177,0.254472
985,32.833333,0.489021,-0.003836,0.236061,0.464078,0.000195,0.254491
986,32.866667,0.489007,-0.003838,0.236045,0.464060,0.000185,0.254478
987,32.900000,0.489031,-0.003854,0.236054,0.464084,0.000204,0.254506
988,32.933333,0.489013,-0.003852,0.236051,0.464061,0.000182,0.254486
989,32.966667,0.489029,-0.003834,0.236071,0.464079,0.000207,0.254509
990,33.000000,0.489019,-0.003842,0.236055,0.464065,0.000185,0.254489
991,33.033333,0.489033,-0.003829,0.236066,0.464082,0.000209,0.254514
992,33.066667,0.489116,-0.003829,0.236071,0.464130,0.000258,0.254605
993,33.100000,0.489621,-0.003543,0.236761,0.464293,0.000564,0.255545
994,33.133333,0.489658,-0.003404,0.237358,0.464257,0.000584,0.256210
995,33.166667,0.489463,-0.003608,0.238398,0.464056,0.000372,0.257278
996,33.200000,0.489384,-0.003323,0.239792,0.463874,0.000533,0.258586
997,33.233333,0.489198,-0.003306,0.240798,0.463713,0.000542,0.259638
998,33.266667,0.489145,-0.003373,0.241441,0.463582,0.000510,0.260214
999,33.300000,0.489319,-0.003452,0.242219,0.463834,0.000663,0.261023
1000,33.333333,0.489539,-0.003383,0.244034,0.464039,0.000696,0.262854
1001,33.366667,0.490089,-0.003462,0.245742,0.464498,0.000511,0.264503
1002,33.400000,0.490353,-0.003729,0.246394,0.464719,0.000320,0.265149
1003,33.433333,0.490417,-0.003646,0.246548,0.464766,0.000353,0.265303
1004,33.466667,0.490471,-0.003635,0.246659,0.464839,0.000391,0.265453
1005,33.500000,0.490417,-0.003713,0.246553,0.464816,0.000349,0.265331
1006,33.533333,0.490436,-0.003658,0.246640,0.464838,0.000381,0.265430
1007,33.566667,0.490460,-0.003656,0.246685,0.464840,0.000372,0.265472
1008,33.600000,0.490418,-0.003695,0.246633,0.464831,0.000362,0.265416
1009,33.633333,0.490461,-0.003651,0.246709,0.464854,0.000371,0.265496
1010,33.666667,0.490433,-0.003697,0.246687,0.464846,0.000368,0.265483
1011,33.700000,0.490435,-0.003682,0.246687,0.464845,0.000359,0.265485
1012,33.733333,0.490455,-0.003660,0.246747,0.464866,0.000398,0.265547
1013,33.766667,0.490443,-0.003694,0.246715,0.464847,0.000351,0.265515
1014,33.800000,0.490453,-0.003679,0.246734,0.464872,0.000394,0.265536
1015,33.833333,0.490333,-0.003621,0.246812,0.464784,0.000316,0.265549
1016,33.866667,0.490359,-0.003924,0.246390,0.464752,0.000215,0.265005
1017,33.900000,0.490199,-0.004109,0.245888,0.464711,0.000126,0.264405
1018,33.933333,0.490263,-0.004104,0.244810,0.464905,0.000164,0.263315
1019,33.966667,0.490332,-0.004045,0.243873,0.465097,0.000162,0.262432
1020,34.000000,0.490439,-0.004034,0.243081,0.465393,0.000227,0.261571
1021,34.033333,0.490364,-0.004049,0.242451,0.465456,0.000111,0.261036
1022,34.066667,0.490431,-0.004051,0.242184,0.465581,0.000249,0.260700
1023,34.100000,0.490303,-0.004074,0.242012,0.465532,0.000184,0.260475
1024,34.133333,0.490412,-0.004019,0.242104,0.465604,0.000254,0.260615
1025,34.166667,0.490382,-0.004045,0.242039,0.465583,0.000230,0.260554
1026,34.200000,0.490447,-0.004017,0.242109,0.465637,0.000273,0.260640
1027,34.233333,0.490410,-0.004020,0.242068,0.465604,0.000243,0.260614
1028,34.266667,0.490448,-0.003998,0.242121,0.465636,0.000276,0.260668
1029,34.300000,0.490413,-0.004014,0.242094,0.465611,0.000255,0.260646
1030,34.333333,0.490459,-0.003996,0.242125,0.465640,0.000281,0.260680
1031,34.366667,0.490430,-0.004012,0.242100,0.465620,0.000265,0.260659
1032,34.400000,0.490462,-0.003995,0.242136,0.465634,0.000280,0.260691
1033,34.433333,0.490445,-0.004006,0.242107,0.465618,0.000268,0.260671
1034,34.466667,0.490471,-0.003992,0.242132,0.465642,0.000278,0.260693
1035,34.500000,0.490451,-0.004003,0.242115,0.465620,0.000268,0.260680
1036,34.533333,0.490472,-0.003990,0.242132,0.465638,0.000272,0.260700
1037,34.566667,0.490455,-0.004003,0.242123,0.465622,0.000266,0.260686
1038,34.600000,0.490477,-0.003990,0.242126,0.465635,0.000281,0.260712
1039,34.633333,0.490734,-0.003935,0.242266,0.465718,0.000259,0.260996
1040,34.666667,0.491094,-0.003463,0.242921,0.465887,0.000676,0.261932
1041,34.700000,0.491019,-0.003517,0.243744,0.465837,0.000559,0.262819
1042,34.733333,0.490968,-0.003535,0.244618,0.465669,0.000360,0.263662
1043,34.766667,0.490807,-0.003311,0.245766,0.465469,0.000548,0.264761
1044,34.800000,0.490661,-0.003339,0.247111,0.465230,0.000583,0.266009
1045,34.833333,0.490699,-0.003357,0.248242,0.465322,0.000511,0.267163
1046,34.866667,0.491173,-0.003416,0.249342,0.465711,0.000594,0.268227
1047,34.900000,0.491460,-0.003586,0.250753,0.466043,0.000423,0.269732
1048,34.933333,0.491746,-0.003590,0.251831,0.466259,0.000318,0.270723
1049,34.966667,0.491837,-0.003691,0.252014,0.466425,0.000339,0.270954
1050,35.000000,0.491885,-0.003637,0.252084,0.466427,0.000355,0.271003
1051,35.033333,0.491862,-0.003655,0.252123,0.466431,0.000350,0.271048
1052,35.066667,0.491904,-0.003679,0.252119,0.466457,0.000356,0.271035
1053,35.100000,0.491899,-0.003665,0.252192,0.466456,0.000354,0.271110
1054,35.133333,0.491902,-0.003677,0.252224,0.466459,0.000331,0.271152
1055,35.166667,0.491926,-0.003697,0.252230,0.466470,0.000336,0.271160
